Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
"Houston |.S.D., Proposition 1",0571,282,194,476,1046,45.51%,154,160,314
"Houston |.S.D., Proposition 1",0572,1522,444,1966,3308,59.43%,620,835,1455
"Houston |.S.D., Proposition 1",0573,489,215,704,1625,43.32%,195,345,540
"Houston |.S.D., Proposition 1",0574,112,74,186,391,47.57%,54,65,119
"Houston |.S.D., Proposition 1",0576,775,275,1050,1974,53.19%,284,485,769
"Houston |.S.D., Proposition 1",0578,1026,405,1431,1862,76.85%,394,782,1176
"Houston |.S.D., Proposition 1",0579,287,181,468,1139,41.09%,152,168,320
"Houston |.S.D., Proposition 1",0580,366,108,474,985,48.12%,130,221,351
"Houston |.S.D., Proposition 1",0581,456,137,593,1033,57.41%,151,257,408
"Houston |.S.D., Proposition 1",0582,543,232,775,1607,48.23%,199,287,486
"Houston |.S.D., Proposition 1",0583,433,155,588,1286,45.72%,160,231,391
"Houston |.S.D., Proposition 1",0584,367,120,487,1062,45.86%,116,202,318
"Houston |.S.D., Proposition 1",0585,829,280,1109,2346,47.27%,273,477,750
"Houston |.S.D., Proposition 1",0591,164,113,277,581,47.68%,83,102,185
"Houston |.S.D., Proposition 1",0606,319,111,430,970,44.33%,117,198,315
"Houston |.S.D., Proposition 1",0607,163,51,214,712,30.06%,59,98,157
"Houston |.S.D., Proposition 1",0611,980,229,1209,2527,47.84%,270,479,749
"Houston |.S.D., Proposition 1",0625,924,372,1296,1864,69.53%,337,699,1036
"Houston |.S.D., Proposition 1",0626,2280,784,3064,4816,63.62%,877,1473,2350
"Houston |.S.D., Proposition 1",0630,2662,541,3203,4738,67.60%,953,1592,2545
"Houston |.S.D., Proposition 1",0632,4,1,5,241,2.07%,3,1,4
"Houston |.S.D., Proposition 1",0637,1095,423,1518,2591,58.59%,435,710,1145
"Houston |.S.D., Proposition 1",0638,850,348,1198,2310,51.86%,376,501,877
"Houston |.S.D., Proposition 1",0645,2145,769,2914,4517,64.51%,834,1357,2191
"Houston |.S.D., Proposition 1",0652,1165,545,1710,2979,57.40%,535,787,1322
"Houston |.S.D., Proposition 1",0653,185,110,295,604,48.84%,104,115,219
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
"Houston |.S.D., Proposition 1",0656,1106,401,1507,2737,55.06%,323,643,966
"Houston |.S.D., Proposition 1",0663,1338,448,1786,2340,76.32%,467,994,1461
"Houston |.S.D., Proposition 1",0675,0,0,0,0,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0677,423,259,682,1300,52.46%,227,268,495
"Houston |.S.D., Proposition 1",0680,98,17,115,179,64.25%,32,56,88
"Houston |.S.D., Proposition 1",0681,8,0,6,4,150.00%,0,3,3
"Houston |.S.D., Proposition 1",0683,82,5,87,302,28.81%,16,49,65
"Houston |.S.D., Proposition 1",0685,139,28,167,285,58.60%,45,90,135
"Houston |.S.D., Proposition 1",0686,53,5,58,221,26.24%,21,22,43
"Houston |.S.D., Proposition 1",0693,309,110,419,681,61.53%,130,214,344
"Houston |.S.D., Proposition 1",0702,183,69,252,550,45.82%,82,103,185
"Houston |.S.D., Proposition 1",0710,1132,450,1582,2096,75.48%,399,819,1218
"Houston |.S.D., Proposition 1",0711,1974,598,2572,3805,67.60%,748,1227,1975
"Houston |.S.D., Proposition 1",0714,102,28,130,306,42.48%,32,50,82
"Houston |.S.D., Proposition 1",0722,1929,609,2538,4638,54.72%,782,1209,1991
"Houston |.S.D., Proposition 1",0727,981,415,1396,2708,51.55%,455,591,1046
"Houston |.S.D., Proposition 1",0730,3,0,3,0,0.00%,1,0,1
"Houston |.S.D., Proposition 1",0736,14,3,17,42,40.48%,8,6,14
"Houston |.S.D., Proposition 1",0749,115,1,116,432,26.85%,35,50,85
"Houston |.S.D., Proposition 1",0754,386,262,648,1590,40.75%,197,254,451
"Houston |.S.D., Proposition 1",0766,128,59,185,428,43.22%,53,72,125
"Houston |.S.D., Proposition 1",0769,85,14,99,184,53.80%,41,28,69
"Houston |.S.D., Proposition 1",0774,78,34,110,229,48.03%,39,48,87
"Houston |.S.D., Proposition 1",0775,50,1,51,102,50.00%,8,11,19
"Houston |.S.D., Proposition 1",0778,0,3,3,0,0.00%,1,2,3
"Houston |.S.D., Proposition 1",0779,140,89,229,559,40.97%,77,65,142
"Houston |.S.D., Proposition 1",0784,408,119,527,1062,49.62%,111,209,320
"Houston |.S.D., Proposition 1",0787,180,83,263,542,48.52%,75,106,181
"Houston |.S.D., Proposition 1",0791,9,3,12,29,41.38%,2,8,10
"Houston |.S.D., Proposition 1",0795,396,2,398,1281,31.07%,119,159,278
"Houston |.S.D., Proposition 1",0797,0,0,0,0,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0798,222,142,364,521,69.87%,105,187,292
"Houston |.S.D., Proposition 1",0801,90,44,134,261,51.34%,39,54,93
"Houston |.S.D., Proposition 1",0802,54,21,75,224,33.48%,20,35,55
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
"Houston |.S.D., Proposition 1",0807,1,0,1,0,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0808,142,57,199,232,85.78%,50,104,154
"Houston |.S.D., Proposition 1",0809,19,7,26,98,26.53%,9,11,20
"Houston |.S.D., Proposition 1",0810,47,31,78,197,39.59%,22,24,46
"Houston |.S.D., Proposition 1",0811,82,68,150,277,54.15%,45,68,113
"Houston |.S.D., Proposition 1",0812,0,0,0,0,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0815,0,0,0,0,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0816,23,10,33,64,51.56%,10,11,21
"Houston |.S.D., Proposition 1",0818,208,104,312,737,42.33%,90,129,219
"Houston |.S.D., Proposition 1",0819,108,31,139,228,60.96%,31,82,113
"Houston |.S.D., Proposition 1",0820,0,0,0,0,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0821,362,188,550,1295,42.4,7%,167,217,384
"Houston |.S.D., Proposition 1",0822,571,185,756,1574,48.03%,174,351,525
"Houston |.S.D., Proposition 1",0826,177,70,247,355,69.58%,71,140,211
"Houston |.S.D., Proposition 1",0829,101,19,120,235,51.06%,33,63,96
"Houston |.S.D., Proposition 1",0830,2,2,4,2,200.00%,3,0,3
"Houston |.S.D., Proposition 1",0832,124,50,174,364,47.80%,41,60,101
"Houston |.S.D., Proposition 1",0833,3,2,5,20,25.00%,2,2,4
"Houston |.S.D., Proposition 1",0835,87,71,158,311,50.80%,43,76,119
"Houston |.S.D., Proposition 1",0836,128,0,128,248,51.61%,38,42,80
"Houston |.S.D., Proposition 1",0837,0,0,0,0,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0838,0,0,0,0,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0839,419,174,593,1190,49.83%,181,265,446
"Houston |.S.D., Proposition 1",0843,595,298,893,1387,64.38%,262,448,710
"Houston |.S.D., Proposition 1",0844,4,0,4,10,40.00%,1,1,2
"Houston |.S.D., Proposition 1",0846,61,22,83,229,36.24%,24,38,62
"Houston |.S.D., Proposition 1",0849,731,455,1186,2272,52.20%,331,476,807
"Houston |.S.D., Proposition 1",0850,129,19,148,208,71.15%,36,70,106
"Houston |.S.D., Proposition 1",0852,0,0,0,1,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0854,40,19,59,175,33.71%,16,29,45
"Houston |.S.D., Proposition 1",0856,0,3,3,0,0.00%,3,0,3
"Houston |.S.D., Proposition 1",0857,0,0,0,1,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0858,121,35,156,334,46.71%,31,77,108
"Houston |.S.D., Proposition 1",0863,192,64,256,581,44.06%,61,124,185
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
"Houston |.S.D., Proposition 1",0865,9,2,11,21,52.38%,2,5,7
"Houston |.S.D., Proposition 1",0866,0,0,0,0,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0867,0,0,0,0,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0869,165,55,220,480,45.83%,58,91,149
"Houston |.S.D., Proposition 1",0871,2,1,3,3,100.00%,2,1,3
"Houston |.S.D., Proposition 1",0886,495,152,647,906,71.41%,186,314,500
"Houston |.S.D., Proposition 1",0887,234,95,329,492,66.87%,92,158,250
"Houston |.S.D., Proposition 1",0889,113,28,141,238,59.24%,46,66,112
"Houston |.S.D., Proposition 1",0890,445,98,543,1214,44.73%,158,242,400
"Houston |.S.D., Proposition 1",0891,753,194,947,1376,68.82%,300,459,759
"Houston |.S.D., Proposition 1",0892,420,123,543,900,60.33%,159,277,436
"Houston |.S.D., Proposition 1",0893,1,4,5,9,55.56%,2,1,3
"Houston |.S.D., Proposition 1",0895,417,252,669,834,80.22%,206,316,522
"Houston |.S.D., Proposition 1",0896,838,254,1092,1467,74.44%,321,529,850
"Houston |.S.D., Proposition 1",0900,7,0,7,12,58.33%,2,5,7
"Houston |.S.D., Proposition 1",0902,1310,361,1671,2217,75.37%,478,887,1365
"Houston |.S.D., Proposition 1",0905,390,136,526,946,55.60%,156,225,381
"Houston |.S.D., Proposition 1",0906,19,3,22,28,78.57%,6,13,19
"Houston |.S.D., Proposition 1",0909,7,1,8,21,38.10%,1,6,7
"Houston |.S.D., Proposition 1",0910,78,37,115,236,48.73%,30,53,83
"Houston |.S.D., Proposition 1",0914,42,0,42,124,33.87%,16,15,31
"Houston |.S.D., Proposition 1",0917,33,9,42,147,28.57%,7,23,30
"Houston |.S.D., Proposition 1",0918,3,1,4,7,57.14%,0,3,3
"Houston |.S.D., Proposition 1",0921,27,6,33,61,54.10%,12,11,23
"Houston |.S.D., Proposition 1",0922,0,0,0,0,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0924,0,0,0,0,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0927,966,173,1139,1771,64.31%,318,609,927
"Houston |.S.D., Proposition 1",0928,4,1,5,7,71.43%,0,5,5
"Houston |.S.D., Proposition 1",0929,0,0,0,0,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0930,217,83,300,606,49.50%,74,118,192
"Houston |.S.D., Proposition 1",0931,87,28,115,141,81.56%,31,63,94
"Houston |.S.D., Proposition 1",0932,0,1,1,0,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0933,297,93,390,668,58.38%,105,201,306
"Houston |.S.D., Proposition 1",0935,12,9,21,55,38.18%,6,7,13
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
"Houston |.S.D., Proposition 1",0938,72,19,91,255,35.69%,27,34,61
"Houston |.S.D., Proposition 1",0940,9,3,12,28,42.86%,5,6,11
"Houston |.S.D., Proposition 1",0943,0,3,3,0,0.00%,2,0,2
"Houston |.S.D., Proposition 1",0944,1,0,1,1,100.00%,0,0,0
"Houston |.S.D., Proposition 1",0945,8,6,14,21,66.67%,3,9,12
"Houston |.S.D., Proposition 1",0946,4,2,6,14,42.86%,3,2,5
"Houston |.S.D., Proposition 1",0947,428,198,626,820,76.34%,158,355,513
"Houston |.S.D., Proposition 1",0948,0,0,0,1,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0949,84,61,145,210,69.05%,48,72,120
"Houston |.S.D., Proposition 1",0952,32,15,47,65,72.31%,12,31,43
"Houston |.S.D., Proposition 1",0953,4,0,4,8,50.00%,0,3,3
"Houston |.S.D., Proposition 1",0956,0,0,0,0,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0962,33,12,45,88,51.14%,18,15,33
"Houston |.S.D., Proposition 1",0969,299,71,370,624,59.29%,82,210,292
"Houston |.S.D., Proposition 1",0974,0,1,1,0,0.00%,0,1,1
"Houston |.S.D., Proposition 1",0975,104,26,130,190,68.42%,33,79,112
"Houston |.S.D., Proposition 1",0978,0,0,0,0,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0985,222,56,278,355,78.31%,63,151,214
"Houston |.S.D., Proposition 1",0986,153,78,231,537,43.02%,87,74,161
"Houston |.S.D., Proposition 1",0989,0,0,0,0,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0993,0,0,0,0,0.00%,0,0,0
"Houston |.S.D., Proposition 1",0994,56,12,68,75,90.67%,14,40,54
"Houston |.S.D., Proposition 1",0995,753,193,946,1576,60.03%,289,458,747
"Houston |.S.D., Proposition 1",0999,0,0,0,0,0.00%,0,0,0
"Houston |.S.D., Proposition 1",1002,40,26,66,82,80.49%,23,22,45
"Houston |.S.D., Proposition 1",1004,349,114,463,691,67.00%,114,258,372
"Houston |.S.D., Proposition 1",1005,0,0,0,0,0.00%,0,0,0
"Houston |.S.D., Proposition 1",1010,292,96,388,647,59.97%,109,191,300
"Houston |.S.D., Proposition 1",Totals:,314969,123461,438430,722262,124830,209309,334139
