Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Beth Prykryl,Elizabeth Rhoden Harrell,Totals
"New Caney |.S.D., Trustee, Position 7",0340,337,93,430,591,72.76%,132,81,213
