Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
"E.S.D. 8, Proposition 1 -Annexation Area",0114,0,0,0,0,0.00%,0,0,0
"E.S.D. 8, Proposition 1 -Annexation Area",0726,0,0,0,0,0.00%,0,0,0
"E.S.D. 8, Proposition 1 -Annexation Area",0903,106,36,142,252,56.35%,72,24,96
"E.S.D. 8, Proposition 1 -Annexation Area",0915,0,0,0,0,0.00%,0,0,0
"E.S.D. 8, Proposition 1 -Annexation Area",0982,649,177,826,944,87.50%,402,144,546
"E.S.D. 8, Proposition 1 -Annexation Area",—
